sep=;
DIMENSION 2-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f6;1.4211e-14;1.0000e-14;3.7460e-10;8.5265e-14;5.6843e-13;1.3749e-12;3.8085e-12;5.4001e-13;3.3901e-10;2.7482e-07;4.5617e-12;5.7376e-13;2.8422e-14;1.0000e-14;1.1184e-10;;=FLOOR.MATH(-LOG10(B36),1);=FLOOR.MATH(-LOG10(C36),1);=FLOOR.MATH(-LOG10(D36),1);=FLOOR.MATH(-LOG10(E36),1);=FLOOR.MATH(-LOG10(F36),1);=FLOOR.MATH(-LOG10(G36),1);=FLOOR.MATH(-LOG10(H36),1);=FLOOR.MATH(-LOG10(I36),1);=FLOOR.MATH(-LOG10(J36),1);=FLOOR.MATH(-LOG10(K36),1);=FLOOR.MATH(-LOG10(L36),1);=FLOOR.MATH(-LOG10(M36),1);=FLOOR.MATH(-LOG10(N36),1);=FLOOR.MATH(-LOG10(O36),1);=FLOOR.MATH(-LOG10(P36),1)
f7;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.3426e-01;3.3751e-14;1.0000e-14;1.0000e-14;1.0886e-01;1.1941e-02;1.0000e-14;1.0000e-14;;=FLOOR.MATH(-LOG10(B37),1);=FLOOR.MATH(-LOG10(C37),1);=FLOOR.MATH(-LOG10(D37),1);=FLOOR.MATH(-LOG10(E37),1);=FLOOR.MATH(-LOG10(F37),1);=FLOOR.MATH(-LOG10(G37),1);=FLOOR.MATH(-LOG10(H37),1);=FLOOR.MATH(-LOG10(I37),1);=FLOOR.MATH(-LOG10(J37),1);=FLOOR.MATH(-LOG10(K37),1);=FLOOR.MATH(-LOG10(L37),1);=FLOOR.MATH(-LOG10(M37),1);=FLOOR.MATH(-LOG10(N37),1);=FLOOR.MATH(-LOG10(O37),1);=FLOOR.MATH(-LOG10(P37),1)
f8;8.1208e-02;3.1356e-02;6.9126e-04;1.1947e-02;2.7092e-02;5.6022e-02;2.4847e+00;4.6785e-02;3.7815e-01;4.4699e-02;3.3464e-03;3.4322e-02;2.9466e-02;4.6641e-03;4.3258e-02;;=FLOOR.MATH(-LOG10(B38),1);=FLOOR.MATH(-LOG10(C38),1);=FLOOR.MATH(-LOG10(D38),1);=FLOOR.MATH(-LOG10(E38),1);=FLOOR.MATH(-LOG10(F38),1);=FLOOR.MATH(-LOG10(G38),1);=FLOOR.MATH(-LOG10(H38),1);=FLOOR.MATH(-LOG10(I38),1);=FLOOR.MATH(-LOG10(J38),1);=FLOOR.MATH(-LOG10(K38),1);=FLOOR.MATH(-LOG10(L38),1);=FLOOR.MATH(-LOG10(M38),1);=FLOOR.MATH(-LOG10(N38),1);=FLOOR.MATH(-LOG10(O38),1);=FLOOR.MATH(-LOG10(P38),1)
f9;2.5750e-03;8.2440e-03;3.6009e-02;3.8147e-02;2.6565e-02;8.0961e-07;4.5489e-01;1.0887e-02;4.2039e-03;1.8593e-02;1.1197e-02;3.3193e-03;2.8640e-02;1.1179e-01;3.4602e-02;;=FLOOR.MATH(-LOG10(B39),1);=FLOOR.MATH(-LOG10(C39),1);=FLOOR.MATH(-LOG10(D39),1);=FLOOR.MATH(-LOG10(E39),1);=FLOOR.MATH(-LOG10(F39),1);=FLOOR.MATH(-LOG10(G39),1);=FLOOR.MATH(-LOG10(H39),1);=FLOOR.MATH(-LOG10(I39),1);=FLOOR.MATH(-LOG10(J39),1);=FLOOR.MATH(-LOG10(K39),1);=FLOOR.MATH(-LOG10(L39),1);=FLOOR.MATH(-LOG10(M39),1);=FLOOR.MATH(-LOG10(N39),1);=FLOOR.MATH(-LOG10(O39),1);=FLOOR.MATH(-LOG10(P39),1)
f10;6.3625e-01;2.9496e+01;7.9688e+00;3.5667e+00;1.2533e+01;1.1193e+01;2.1570e+00;2.8199e-01;5.6171e+00;3.1327e+01;4.9143e+00;1.1914e+01;1.0821e+01;2.5374e+01;1.6193e+01;;=FLOOR.MATH(-LOG10(B40),1);=FLOOR.MATH(-LOG10(C40),1);=FLOOR.MATH(-LOG10(D40),1);=FLOOR.MATH(-LOG10(E40),1);=FLOOR.MATH(-LOG10(F40),1);=FLOOR.MATH(-LOG10(G40),1);=FLOOR.MATH(-LOG10(H40),1);=FLOOR.MATH(-LOG10(I40),1);=FLOOR.MATH(-LOG10(J40),1);=FLOOR.MATH(-LOG10(K40),1);=FLOOR.MATH(-LOG10(L40),1);=FLOOR.MATH(-LOG10(M40),1);=FLOOR.MATH(-LOG10(N40),1);=FLOOR.MATH(-LOG10(O40),1);=FLOOR.MATH(-LOG10(P40),1)
f11;5.3959e+00;2.3994e+00;2.7926e+00;4.2978e+00;3.1435e+00;1.7670e+00;1.0915e+00;3.7048e+00;8.4679e+00;2.6872e+00;4.5894e+00;4.1996e-01;3.0145e-02;9.2650e+00;1.8913e+00;;=FLOOR.MATH(-LOG10(B41),1);=FLOOR.MATH(-LOG10(C41),1);=FLOOR.MATH(-LOG10(D41),1);=FLOOR.MATH(-LOG10(E41),1);=FLOOR.MATH(-LOG10(F41),1);=FLOOR.MATH(-LOG10(G41),1);=FLOOR.MATH(-LOG10(H41),1);=FLOOR.MATH(-LOG10(I41),1);=FLOOR.MATH(-LOG10(J41),1);=FLOOR.MATH(-LOG10(K41),1);=FLOOR.MATH(-LOG10(L41),1);=FLOOR.MATH(-LOG10(M41),1);=FLOOR.MATH(-LOG10(N41),1);=FLOOR.MATH(-LOG10(O41),1);=FLOOR.MATH(-LOG10(P41),1)
f12;3.4279e+00;1.1685e-01;2.1348e-01;3.5877e+00;7.5103e-01;6.2331e+00;8.7868e+01;1.2333e+00;4.0020e+00;3.8932e-01;2.5885e+01;1.7437e+01;1.5978e+01;1.0697e-01;3.6569e+00;;=FLOOR.MATH(-LOG10(B42),1);=FLOOR.MATH(-LOG10(C42),1);=FLOOR.MATH(-LOG10(D42),1);=FLOOR.MATH(-LOG10(E42),1);=FLOOR.MATH(-LOG10(F42),1);=FLOOR.MATH(-LOG10(G42),1);=FLOOR.MATH(-LOG10(H42),1);=FLOOR.MATH(-LOG10(I42),1);=FLOOR.MATH(-LOG10(J42),1);=FLOOR.MATH(-LOG10(K42),1);=FLOOR.MATH(-LOG10(L42),1);=FLOOR.MATH(-LOG10(M42),1);=FLOOR.MATH(-LOG10(N42),1);=FLOOR.MATH(-LOG10(O42),1);=FLOOR.MATH(-LOG10(P42),1)
f13;2.9640e-03;3.6861e+00;4.8226e+00;5.2937e-03;1.4334e-03;3.2203e-01;4.7793e+00;1.7074e-03;1.1985e+00;3.8468e-02;3.3831e-01;2.0789e-02;4.6746e-03;6.7244e-01;1.4268e-01;;=FLOOR.MATH(-LOG10(B43),1);=FLOOR.MATH(-LOG10(C43),1);=FLOOR.MATH(-LOG10(D43),1);=FLOOR.MATH(-LOG10(E43),1);=FLOOR.MATH(-LOG10(F43),1);=FLOOR.MATH(-LOG10(G43),1);=FLOOR.MATH(-LOG10(H43),1);=FLOOR.MATH(-LOG10(I43),1);=FLOOR.MATH(-LOG10(J43),1);=FLOOR.MATH(-LOG10(K43),1);=FLOOR.MATH(-LOG10(L43),1);=FLOOR.MATH(-LOG10(M43),1);=FLOOR.MATH(-LOG10(N43),1);=FLOOR.MATH(-LOG10(O43),1);=FLOOR.MATH(-LOG10(P43),1)
f14;1.3137e-05;2.3933e-05;1.8907e-04;3.8730e-06;1.1642e-05;6.6702e-05;7.1275e-06;2.0741e-04;1.7311e-05;1.8103e-06;2.0256e-04;2.4974e-05;7.4959e-05;1.2661e-04;2.2158e-05;;=FLOOR.MATH(-LOG10(B44),1);=FLOOR.MATH(-LOG10(C44),1);=FLOOR.MATH(-LOG10(D44),1);=FLOOR.MATH(-LOG10(E44),1);=FLOOR.MATH(-LOG10(F44),1);=FLOOR.MATH(-LOG10(G44),1);=FLOOR.MATH(-LOG10(H44),1);=FLOOR.MATH(-LOG10(I44),1);=FLOOR.MATH(-LOG10(J44),1);=FLOOR.MATH(-LOG10(K44),1);=FLOOR.MATH(-LOG10(L44),1);=FLOOR.MATH(-LOG10(M44),1);=FLOOR.MATH(-LOG10(N44),1);=FLOOR.MATH(-LOG10(O44),1);=FLOOR.MATH(-LOG10(P44),1)
f15;1.1300e-10;1.9899e+00;9.9496e-01;9.9496e-01;9.9496e-01;1.9899e+00;1.0000e-14;1.0000e-14;1.4415e+00;1.9899e+00;9.9496e-01;9.9496e-01;1.9899e+00;9.9496e-01;9.9496e-01;;=FLOOR.MATH(-LOG10(B45),1);=FLOOR.MATH(-LOG10(C45),1);=FLOOR.MATH(-LOG10(D45),1);=FLOOR.MATH(-LOG10(E45),1);=FLOOR.MATH(-LOG10(F45),1);=FLOOR.MATH(-LOG10(G45),1);=FLOOR.MATH(-LOG10(H45),1);=FLOOR.MATH(-LOG10(I45),1);=FLOOR.MATH(-LOG10(J45),1);=FLOOR.MATH(-LOG10(K45),1);=FLOOR.MATH(-LOG10(L45),1);=FLOOR.MATH(-LOG10(M45),1);=FLOOR.MATH(-LOG10(N45),1);=FLOOR.MATH(-LOG10(O45),1);=FLOOR.MATH(-LOG10(P45),1)
f16;5.2038e-01;9.0807e-03;1.4461e-01;2.1167e-02;5.2273e-01;4.8088e-03;2.4451e-01;8.3498e-04;1.0000e-14;1.0000e-14;1.6480e-03;4.4565e-05;1.0000e-14;5.6385e-02;9.4219e-03;;=FLOOR.MATH(-LOG10(B46),1);=FLOOR.MATH(-LOG10(C46),1);=FLOOR.MATH(-LOG10(D46),1);=FLOOR.MATH(-LOG10(E46),1);=FLOOR.MATH(-LOG10(F46),1);=FLOOR.MATH(-LOG10(G46),1);=FLOOR.MATH(-LOG10(H46),1);=FLOOR.MATH(-LOG10(I46),1);=FLOOR.MATH(-LOG10(J46),1);=FLOOR.MATH(-LOG10(K46),1);=FLOOR.MATH(-LOG10(L46),1);=FLOOR.MATH(-LOG10(M46),1);=FLOOR.MATH(-LOG10(N46),1);=FLOOR.MATH(-LOG10(O46),1);=FLOOR.MATH(-LOG10(P46),1)
f17;6.3913e-01;4.0959e-03;7.6739e-12;1.2790e-13;2.3590e-12;9.1528e-02;3.9329e-02;4.2633e-14;2.0674e-07;1.0000e-14;6.7387e-05;1.9609e-07;2.4567e-02;4.5247e-11;2.3714e-07;;=FLOOR.MATH(-LOG10(B47),1);=FLOOR.MATH(-LOG10(C47),1);=FLOOR.MATH(-LOG10(D47),1);=FLOOR.MATH(-LOG10(E47),1);=FLOOR.MATH(-LOG10(F47),1);=FLOOR.MATH(-LOG10(G47),1);=FLOOR.MATH(-LOG10(H47),1);=FLOOR.MATH(-LOG10(I47),1);=FLOOR.MATH(-LOG10(J47),1);=FLOOR.MATH(-LOG10(K47),1);=FLOOR.MATH(-LOG10(L47),1);=FLOOR.MATH(-LOG10(M47),1);=FLOOR.MATH(-LOG10(N47),1);=FLOOR.MATH(-LOG10(O47),1);=FLOOR.MATH(-LOG10(P47),1)
f18;2.5646e-01;3.9365e-02;4.2299e-02;8.2206e-04;9.3388e-02;2.1949e-03;1.5010e-02;1.3269e+00;2.1350e+00;2.8778e-05;4.8141e-01;3.9765e-02;2.2473e-01;4.5193e-03;1.6266e-02;;=FLOOR.MATH(-LOG10(B48),1);=FLOOR.MATH(-LOG10(C48),1);=FLOOR.MATH(-LOG10(D48),1);=FLOOR.MATH(-LOG10(E48),1);=FLOOR.MATH(-LOG10(F48),1);=FLOOR.MATH(-LOG10(G48),1);=FLOOR.MATH(-LOG10(H48),1);=FLOOR.MATH(-LOG10(I48),1);=FLOOR.MATH(-LOG10(J48),1);=FLOOR.MATH(-LOG10(K48),1);=FLOOR.MATH(-LOG10(L48),1);=FLOOR.MATH(-LOG10(M48),1);=FLOOR.MATH(-LOG10(N48),1);=FLOOR.MATH(-LOG10(O48),1);=FLOOR.MATH(-LOG10(P48),1)
f19;1.1749e-02;8.5110e-04;2.3562e-02;6.7895e-02;1.5283e-02;9.2470e-03;5.0922e-02;2.4090e-02;6.9073e-02;3.3486e-01;6.3644e-05;4.1512e-02;3.1976e-03;1.3265e-04;8.4738e-02;;=FLOOR.MATH(-LOG10(B49),1);=FLOOR.MATH(-LOG10(C49),1);=FLOOR.MATH(-LOG10(D49),1);=FLOOR.MATH(-LOG10(E49),1);=FLOOR.MATH(-LOG10(F49),1);=FLOOR.MATH(-LOG10(G49),1);=FLOOR.MATH(-LOG10(H49),1);=FLOOR.MATH(-LOG10(I49),1);=FLOOR.MATH(-LOG10(J49),1);=FLOOR.MATH(-LOG10(K49),1);=FLOOR.MATH(-LOG10(L49),1);=FLOOR.MATH(-LOG10(M49),1);=FLOOR.MATH(-LOG10(N49),1);=FLOOR.MATH(-LOG10(O49),1);=FLOOR.MATH(-LOG10(P49),1)
f20;1.0000e-14;3.9479e-01;3.9479e-01;1.0000e-14;3.9479e-01;3.9479e-01;1.0000e-14;7.9295e-05;1.0000e-14;3.9479e-01;3.9479e-01;1.0000e-14;1.0000e-14;3.9479e-01;1.0000e-14;;=FLOOR.MATH(-LOG10(B50),1);=FLOOR.MATH(-LOG10(C50),1);=FLOOR.MATH(-LOG10(D50),1);=FLOOR.MATH(-LOG10(E50),1);=FLOOR.MATH(-LOG10(F50),1);=FLOOR.MATH(-LOG10(G50),1);=FLOOR.MATH(-LOG10(H50),1);=FLOOR.MATH(-LOG10(I50),1);=FLOOR.MATH(-LOG10(J50),1);=FLOOR.MATH(-LOG10(K50),1);=FLOOR.MATH(-LOG10(L50),1);=FLOOR.MATH(-LOG10(M50),1);=FLOOR.MATH(-LOG10(N50),1);=FLOOR.MATH(-LOG10(O50),1);=FLOOR.MATH(-LOG10(P50),1)
f21;1.0000e-14;9.3000e-01;9.3000e-01;1.0000e-14;1.0000e-14;1.0000e-14;9.3000e-01;1.0000e-14;6.9186e-01;6.9186e-01;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.MATH(-LOG10(B51),1);=FLOOR.MATH(-LOG10(C51),1);=FLOOR.MATH(-LOG10(D51),1);=FLOOR.MATH(-LOG10(E51),1);=FLOOR.MATH(-LOG10(F51),1);=FLOOR.MATH(-LOG10(G51),1);=FLOOR.MATH(-LOG10(H51),1);=FLOOR.MATH(-LOG10(I51),1);=FLOOR.MATH(-LOG10(J51),1);=FLOOR.MATH(-LOG10(K51),1);=FLOOR.MATH(-LOG10(L51),1);=FLOOR.MATH(-LOG10(M51),1);=FLOOR.MATH(-LOG10(N51),1);=FLOOR.MATH(-LOG10(O51),1);=FLOOR.MATH(-LOG10(P51),1)
f22;8.1059e-11;2.4943e-10;1.0000e-14;1.0000e-14;3.5527e-14;1.0000e-14;1.0000e-14;6.9186e-01;4.1806e-07;1.0000e-14;6.9186e-01;1.5859e-09;1.0000e-14;6.9186e-01;6.9186e-01;;=FLOOR.MATH(-LOG10(B52),1);=FLOOR.MATH(-LOG10(C52),1);=FLOOR.MATH(-LOG10(D52),1);=FLOOR.MATH(-LOG10(E52),1);=FLOOR.MATH(-LOG10(F52),1);=FLOOR.MATH(-LOG10(G52),1);=FLOOR.MATH(-LOG10(H52),1);=FLOOR.MATH(-LOG10(I52),1);=FLOOR.MATH(-LOG10(J52),1);=FLOOR.MATH(-LOG10(K52),1);=FLOOR.MATH(-LOG10(L52),1);=FLOOR.MATH(-LOG10(M52),1);=FLOOR.MATH(-LOG10(N52),1);=FLOOR.MATH(-LOG10(O52),1);=FLOOR.MATH(-LOG10(P52),1)
f23;1.3884e-01;4.0605e-01;3.1463e-01;1.2313e+00;1.2934e-01;3.6520e-01;6.8841e-01;3.1231e-01;7.6983e-01;8.1136e-01;2.4047e-01;4.3434e-01;3.1592e-01;4.7517e-02;6.6336e-02;;=FLOOR.MATH(-LOG10(B53),1);=FLOOR.MATH(-LOG10(C53),1);=FLOOR.MATH(-LOG10(D53),1);=FLOOR.MATH(-LOG10(E53),1);=FLOOR.MATH(-LOG10(F53),1);=FLOOR.MATH(-LOG10(G53),1);=FLOOR.MATH(-LOG10(H53),1);=FLOOR.MATH(-LOG10(I53),1);=FLOOR.MATH(-LOG10(J53),1);=FLOOR.MATH(-LOG10(K53),1);=FLOOR.MATH(-LOG10(L53),1);=FLOOR.MATH(-LOG10(M53),1);=FLOOR.MATH(-LOG10(N53),1);=FLOOR.MATH(-LOG10(O53),1);=FLOOR.MATH(-LOG10(P53),1)
f24;8.5055e-01;3.2491e+00;3.8295e+00;3.4774e+00;3.8608e+00;3.4006e+00;3.7816e+00;1.3197e-01;3.7104e+00;3.4420e+00;3.2387e+00;3.6825e+00;4.7745e+00;3.7594e+00;3.2085e+00;;=FLOOR.MATH(-LOG10(B54),1);=FLOOR.MATH(-LOG10(C54),1);=FLOOR.MATH(-LOG10(D54),1);=FLOOR.MATH(-LOG10(E54),1);=FLOOR.MATH(-LOG10(F54),1);=FLOOR.MATH(-LOG10(G54),1);=FLOOR.MATH(-LOG10(H54),1);=FLOOR.MATH(-LOG10(I54),1);=FLOOR.MATH(-LOG10(J54),1);=FLOOR.MATH(-LOG10(K54),1);=FLOOR.MATH(-LOG10(L54),1);=FLOOR.MATH(-LOG10(M54),1);=FLOOR.MATH(-LOG10(N54),1);=FLOOR.MATH(-LOG10(O54),1);=FLOOR.MATH(-LOG10(P54),1)
;;;;;;;;;;;;;;;;;Total;=SUM(R31:AF54)

DIMENSION 5-D
Benchmarks;Instance 1;Instance 2;Instance 3;Instance 4;Instance 5;Instance 6;Instance 7;Instance 8;Instance 9;Instance 10;Instance 11;Instance 12;Instance 13;Instance 14;Instance 15;;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores;Scores
f1;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.MATH(-LOG10(B59),1);=FLOOR.MATH(-LOG10(C59),1);=FLOOR.MATH(-LOG10(D59),1);=FLOOR.MATH(-LOG10(E59),1);=FLOOR.MATH(-LOG10(F59),1);=FLOOR.MATH(-LOG10(G59),1);=FLOOR.MATH(-LOG10(H59),1);=FLOOR.MATH(-LOG10(I59),1);=FLOOR.MATH(-LOG10(J59),1);=FLOOR.MATH(-LOG10(K59),1);=FLOOR.MATH(-LOG10(L59),1);=FLOOR.MATH(-LOG10(M59),1);=FLOOR.MATH(-LOG10(N59),1);=FLOOR.MATH(-LOG10(O59),1);=FLOOR.MATH(-LOG10(P59),1)
f2;1.0000e-14;1.3885e-02;7.5311e+00;1.0000e-14;3.4493e-02;1.4211e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;9.8055e-13;8.5265e-14;1.0000e-14;2.9913e-04;8.1199e-03;;=FLOOR.MATH(-LOG10(B60),1);=FLOOR.MATH(-LOG10(C60),1);=FLOOR.MATH(-LOG10(D60),1);=FLOOR.MATH(-LOG10(E60),1);=FLOOR.MATH(-LOG10(F60),1);=FLOOR.MATH(-LOG10(G60),1);=FLOOR.MATH(-LOG10(H60),1);=FLOOR.MATH(-LOG10(I60),1);=FLOOR.MATH(-LOG10(J60),1);=FLOOR.MATH(-LOG10(K60),1);=FLOOR.MATH(-LOG10(L60),1);=FLOOR.MATH(-LOG10(M60),1);=FLOOR.MATH(-LOG10(N60),1);=FLOOR.MATH(-LOG10(O60),1);=FLOOR.MATH(-LOG10(P60),1)
f3;1.9899e+00;9.9496e-01;1.9899e+00;1.9899e+00;2.9849e+00;1.9899e+00;1.0000e-14;4.9748e+00;6.3238e-13;2.9849e+00;9.9496e-01;1.9899e+00;1.9900e+00;9.9496e-01;4.9748e+00;;=FLOOR.MATH(-LOG10(B61),1);=FLOOR.MATH(-LOG10(C61),1);=FLOOR.MATH(-LOG10(D61),1);=FLOOR.MATH(-LOG10(E61),1);=FLOOR.MATH(-LOG10(F61),1);=FLOOR.MATH(-LOG10(G61),1);=FLOOR.MATH(-LOG10(H61),1);=FLOOR.MATH(-LOG10(I61),1);=FLOOR.MATH(-LOG10(J61),1);=FLOOR.MATH(-LOG10(K61),1);=FLOOR.MATH(-LOG10(L61),1);=FLOOR.MATH(-LOG10(M61),1);=FLOOR.MATH(-LOG10(N61),1);=FLOOR.MATH(-LOG10(O61),1);=FLOOR.MATH(-LOG10(P61),1)
f4;5.9697e+00;5.9697e+00;2.9849e+00;2.9849e+00;1.9899e+00;2.9849e+00;2.0346e+00;1.9899e+00;5.9697e+00;9.9496e-01;4.9749e+00;1.9921e+00;3.9798e+00;4.9748e+00;2.9849e+00;;=FLOOR.MATH(-LOG10(B62),1);=FLOOR.MATH(-LOG10(C62),1);=FLOOR.MATH(-LOG10(D62),1);=FLOOR.MATH(-LOG10(E62),1);=FLOOR.MATH(-LOG10(F62),1);=FLOOR.MATH(-LOG10(G62),1);=FLOOR.MATH(-LOG10(H62),1);=FLOOR.MATH(-LOG10(I62),1);=FLOOR.MATH(-LOG10(J62),1);=FLOOR.MATH(-LOG10(K62),1);=FLOOR.MATH(-LOG10(L62),1);=FLOOR.MATH(-LOG10(M62),1);=FLOOR.MATH(-LOG10(N62),1);=FLOOR.MATH(-LOG10(O62),1);=FLOOR.MATH(-LOG10(P62),1)
f5;1.0000e-14;1.0000e-14;1.4211e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0658e-14;1.0000e-14;1.0000e-14;1.0000e-14;1.0000e-14;;=FLOOR.MATH(-LOG10(B63),1);=FLOOR.MATH(-LOG10(C63),1);=FLOOR.MATH(-LOG10(D63),1);=FLOOR.MATH(-LOG10(E63),1);=FLOOR.MATH(-LOG10(F63),1);=FLOOR.MATH(-LOG10(G63),1);=FLOOR.MATH(-LOG10(H63),1);=FLOOR.MATH(-LOG10(I63),1);=FLOOR.MATH(-LOG10(J63),1);=FLOOR.MATH(-LOG10(K63),1);=FLOOR.MATH(-LOG10(L63),1);=FLOOR.MATH(-LOG10(M63),1);=FLOOR.MATH(-LOG10(N63),1);=FLOOR.MATH(-LOG10(O63),1);=FLOOR.MATH(-LOG10(P63),1)
f6;7.3612e-06;9.4990e-03;1.8071e-06;9.1513e-07;6.1608e-03;1.3276e-05;3.9250e-04;6.2411e-07;1.1246e-04;9.6642e-07;6.2211e-04;1.0112e-07;9.1848e-06;1.6324e-06;7.5244e-04;;=FLOOR.MATH(-LOG10(B64),1);=FLOOR.MATH(-LOG10(C64),1);=FLOOR.MATH(-LOG10(D64),1);=FLOOR.MATH(-LOG10(E64),1);=FLOOR.MATH(-LOG10(F64),1);=FLOOR.MATH(-LOG10(G64),1);=FLOOR.MATH(-LOG10(H64),1);=FLOOR.MATH(-LOG10(I64),1);=FLOOR.MATH(-LOG10(J64),1);=FLOOR.MATH(-LOG10(K64),1);=FLOOR.MATH(-LOG10(L64),1);=FLOOR.MATH(-LOG10(M64),1);=FLOOR.MATH(-LOG10(N64),1);=FLOOR.MATH(-LOG10(O64),1);=FLOOR.MATH(-LOG10(P64),1)
f7;4.5841e-01;9.9537e-03;3.7993e-01;1.2074e-02;3.5299e-01;1.2421e-02;1.3978e-01;2.1270e+00;1.2407e-02;4.9834e-02;7.5202e-03;6.1356e-03;4.4816e-01;1.0000e-14;1.1369e-13;;=FLOOR.MATH(-LOG10(B65),1);=FLOOR.MATH(-LOG10(C65),1);=FLOOR.MATH(-LOG10(D65),1);=FLOOR.MATH(-LOG10(E65),1);=FLOOR.MATH(-LOG10(F65),1);=FLOOR.MATH(-LOG10(G65),1);=FLOOR.MATH(-LOG10(H65),1);=FLOOR.MATH(-LOG10(I65),1);=FLOOR.MATH(-LOG10(J65),1);=FLOOR.MATH(-LOG10(K65),1);=FLOOR.MATH(-LOG10(L65),1);=FLOOR.MATH(-LOG10(M65),1);=FLOOR.MATH(-LOG10(N65),1);=FLOOR.MATH(-LOG10(O65),1);=FLOOR.MATH(-LOG10(P65),1)
f8;4.4192e+00;8.9913e-01;7.3595e-01;8.4635e-01;1.2141e+00;7.0972e-01;2.0297e+00;1.0883e+00;7.3567e-01;9.5516e-01;9.6725e-01;1.1565e+00;4.1291e-01;1.0246e+00;1.2262e+00;;=FLOOR.MATH(-LOG10(B66),1);=FLOOR.MATH(-LOG10(C66),1);=FLOOR.MATH(-LOG10(D66),1);=FLOOR.MATH(-LOG10(E66),1);=FLOOR.MATH(-LOG10(F66),1);=FLOOR.MATH(-LOG10(G66),1);=FLOOR.MATH(-LOG10(H66),1);=FLOOR.MATH(-LOG10(I66),1);=FLOOR.MATH(-LOG10(J66),1);=FLOOR.MATH(-LOG10(K66),1);=FLOOR.MATH(-LOG10(L66),1);=FLOOR.MATH(-LOG10(M66),1);=FLOOR.MATH(-LOG10(N66),1);=FLOOR.MATH(-LOG10(O66),1);=FLOOR.MATH(-LOG10(P66),1)
f9;4.3337e-01;4.9380e-01;4.6854e-01;2.3518e+00;1.8790e-01;3.8366e+00;1.1111e+00;1.3202e+00;4.6467e+00;3.6968e-01;1.0901e+00;2.0896e-01;6.2342e-01;8.8101e-01;5.5206e-01;;=FLOOR.MATH(-LOG10(B67),1);=FLOOR.MATH(-LOG10(C67),1);=FLOOR.MATH(-LOG10(D67),1);=FLOOR.MATH(-LOG10(E67),1);=FLOOR.MATH(-LOG10(F67),1);=FLOOR.MATH(-LOG10(G67),1);=FLOOR.MATH(-LOG10(H67),1);=FLOOR.MATH(-LOG10(I67),1);=FLOOR.MATH(-LOG10(J67),1);=FLOOR.MATH(-LOG10(K67),1);=FLOOR.MATH(-LOG10(L67),1);=FLOOR.MATH(-LOG10(M67),1);=FLOOR.MATH(-LOG10(N67),1);=FLOOR.MATH(-LOG10(O67),1);=FLOOR.MATH(-LOG10(P67),1)
f10;1.8380e+01;4.9412e+01;3.2339e+02;6.3997e+02;1.4350e+00;2.8381e+02;1.0000e+03;8.5776e+02;1.8944e+02;8.5398e+02;7.5582e+00;4.4583e+02;2.4028e+02;1.0000e+03;9.7356e+00;;=FLOOR.MATH(-LOG10(B68),1);=FLOOR.MATH(-LOG10(C68),1);=FLOOR.MATH(-LOG10(D68),1);=FLOOR.MATH(-LOG10(E68),1);=FLOOR.MATH(-LOG10(F68),1);=FLOOR.MATH(-LOG10(G68),1);=FLOOR.MATH(-LOG10(H68),1);=FLOOR.MATH(-LOG10(I68),1);=FLOOR.MATH(-LOG10(J68),1);=FLOOR.MATH(-LOG10(K68),1);=FLOOR.MATH(-LOG10(L68),1);=FLOOR.MATH(-LOG10(M68),1);=FLOOR.MATH(-LOG10(N68),1);=FLOOR.MATH(-LOG10(O68),1);=FLOOR.MATH(-LOG10(P68),1)
